"ISO2","Continent","time","GDP","logGDP","cumGDP","lagGDP"
"DO","AN",2004,8154.8712936878,9.00637073242754,16324.8796663113,8170.0083726235
"DO","AN",2005,8780.5668697689,9.08029624830001,25105.4465360802,8154.8712936878
"DO","AN",2006,9578.2313855549,9.16724823863486,34683.6779216351,8780.5668697689
"DO","AN",2007,10243.263917514,9.2343755897508,44926.9418391491,9578.2313855549
"DO","AN",2008,10418.8019277959,9.25136733055828,55345.743766945,10243.263917514
"DO","AN",2009,10373.656227953,9.24702481651313,65719.399994898,10418.8019277959
"DO","AN",2010,11086.2444215519,9.31346037750433,76805.6444164499,10373.656227953
"DO","AN",2011,11263.691090319,9.32933965351173,88069.3355067689,11086.2444215519
"DO","AN",2012,11417.9478308648,9.34294176748809,99487.2833376337,11263.691090319
"DZ","AF",2003,11251.4122989151,9.32824893743471,11251.4122989151,NA
"DZ","AF",2004,11574.6319388542,9.35657108050971,22826.0442377693,11251.4122989151
"DZ","AF",2005,12077.2293653428,9.39907708800882,34903.2736031121,11574.6319388542
"DZ","AF",2006,12088.0876222888,9.39997575262657,46991.3612254009,12077.2293653428
"DZ","AF",2007,12289.027258652,9.4164620504164,59280.3884840529,12088.0876222888
"DZ","AF",2008,12314.3469833106,9.41852028302695,71594.7354673635,12289.027258652
"DZ","AF",2009,12285.1288757087,9.41614477539343,83879.8643430722,12314.3469833106
"DZ","AF",2010,12494.0670359067,9.43300917348707,96373.9313789789,12285.1288757087
"DZ","AF",2011,12605.771553359,9.44191004785261,108979.702932338,12494.0670359067
"DZ","AF",2012,12778.5466656296,9.45552300203068,121758.249597968,12605.771553359
"EC","SA",2003,7813.9514145775,8.96366605785541,7813.9514145775,NA
"EC","SA",2004,8299.7557830031,9.02398136961724,16113.7071975806,7813.9514145775
"EC","SA",2005,8581.5881039978,9.05737426906032,24695.2953015784,8299.7557830031
"EC","SA",2006,8802.0759136667,9.08274287192674,33497.3712152451,8581.5881039978
"EC","SA",2007,8840.4649792173,9.08709475370736,42337.8361944624,8802.0759136667
"EC","SA",2008,9244.3760679696,9.13177065295205,51582.212262432,8840.4649792173
"EC","SA",2009,9143.0075541349,9.12074466438468,60725.2198165669,9244.3760679696
"EC","SA",2010,9310.9587068266,9.13894734099808,70036.1785233935,9143.0075541349
"EC","SA",2011,9881.8958667404,9.1984596616797,79918.0743901339,9310.9587068266
"EC","SA",2012,10232.8056445241,9.23335407789594,90150.880034658,9881.8958667404
"EE","EU",2003,18359.8742322417,9.81792281405525,18359.8742322417,NA
"EE","EU",2004,19666.3264690999,9.88666313588877,38026.2007013416,18359.8742322417
"EE","EU",2005,21652.486134792,9.98287555985363,59678.6868361336,19666.3264690999
"EE","EU",2006,24048.4889753579,10.0878274450927,83727.1758114915,21652.486134792
"EE","EU",2007,26067.16710144,10.168431835946,109794.342912932,24048.4889753579
"EE","EU",2008,24744.5047601282,10.1163587134507,134538.84767306,26067.16710144
"EE","EU",2009,21138.4811098671,9.95885040773544,155677.328782927,24744.5047601282
"EE","EU",2010,21711.5098468844,9.98559780660264,177388.838629811,21138.4811098671
"EE","EU",2011,23579.7485187403,10.0681435090108,200968.587148552,21711.5098468844
"EE","EU",2012,24721.3797834123,10.115423726495,225689.966931964,23579.7485187403
"EG","AF",2003,8138.4810895107,9.00435884324474,8138.4810895107,NA
